ACADEMIC_YEAR,ASSESSMENT_YEAR,SCH_ID,FFT_ID,UPN,SURNAME,FORENAMES,DOB,GENDER,PRIOR_ATTAIN_KEY_STAGE,PRIOR_ATTAIN_RANK,PRIOR_ATTAIN_GROUP,KS2_ENGLISH_TEST,KS2_WELSH_TEST,KS2_MATHS_TEST,KS2_SCIENCE_TEST,KS2_ENGLISH_TA,KS2_WELSH_TA,KS2_MATHS_TA,KS2_SCIENCE_TA,EST_BASIS,EST_RANK,KS3_SBJ_CODE,KS3_SUBJECT,KS3_LEV2_PROB,KS3_LEV3_PROB,KS3_LEV4_PROB,KS3_LEV5_PROB,KS3_LEV6_PROB,KS3_LEV7_PROB,KS3_LEV2PLUS_PROB,KS3_LEV3PLUS_PROB,KS3_LEV4PLUS_PROB,KS3_LEV5PLUS_PROB,KS3_LEV6PLUS_PROB,KS3_LEV7PLUS_PROB,KS3_EST_LEVEL,EXPECTED_PROGRESS_LEVEL,EXPECTED_PROGRESS_PROB,PRIOR_ATTAIN_DATA_STATUS,EXPORT_DATE
2013,2014,9994002,99984735,UPN          ,Helium,Patrick,08/12/1999,M,2,,L,4C,,4C,4,4,,4,4,PA,50,EN,English,1,1,21,63,14,1,99,99,99,78,15,1,5B,6,15,Final,08/05/2014
2013,2014,9994002,99997032,UPN          ,Helium,Trevor,24/11/1999,M,2,,U,4A,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,23,61,15,99,99,99,99,76,15,6C,6,76,Final,08/05/2014
2013,2014,9994002,99906883,UPN          ,Iron,Christian,04/12/1999,M,2,,M,4B,,4B,4,4,,4,4,PA,50,EN,English,1,1,10,59,30,1,99,99,99,90,31,1,5A,6,31,Final,08/05/2014
2013,2014,9994002,99922175,UPN          ,Iron,Daniel,12/04/2000,M,2,,U,5C,,4B,5,5,,4,5,PA,50,EN,English,1,1,1,20,61,18,99,99,99,99,79,18,6B,7,18,Final,08/05/2014
2013,2014,9994002,99903122,UPN          ,Iron,Darren,27/06/2000,M,2,,U,5C,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,6,51,43,99,99,99,99,94,43,6A,7,43,Final,08/05/2014
2013,2014,9994002,99951952,UPN          ,Iron,Jessica,30/07/2000,F,2,,U,4A,,5B,4,5,,5,4,PA,50,EN,English,1,1,1,15,65,20,99,99,99,99,84,20,6B,6,84,Final,08/05/2014
2013,2014,9994002,99957952,UPN          ,Iron,Keira,26/02/2000,F,2,,L,3A,,3A,3,3,,3,3,PA,50,EN,English,1,3,30,60,7,1,99,99,97,67,7,1,5C,5,67,Final,08/05/2014
2013,2014,9994002,99919797,UPN          ,Iron,Nina,07/05/2000,F,2,,U,4A,,5A,5,5,,5,5,PA,50,EN,English,1,1,1,6,55,39,99,99,99,99,94,39,6A,6,94,Final,08/05/2014
2013,2014,9994002,99949969,UPN          ,Kiwi,Imogen,16/07/2000,F,2,,M,4A,,5C,4,4,,4,4,PA,50,EN,English,1,1,1,29,61,9,99,99,99,99,70,9,6C,6,70,Final,08/05/2014
2013,2014,9994002,99903888,UPN          ,Kiwi,John,18/10/1999,M,2,,U,5C,,5C,5,5,,5,5,PA,50,EN,English,1,1,1,10,57,33,99,99,99,99,90,33,6B,7,33,Final,08/05/2014
2013,2014,9994002,99931026,UPN          ,Kiwi,Matthew,28/07/2000,M,2,,L,3C,,3B,3,2,,3,3,PA,50,EN,English,3,21,58,18,1,1,99,97,76,18,1,1,4B,5,18,Final,08/05/2014
2013,2014,9994002,99942734,UPN          ,Kiwi,Naomi,06/05/2000,F,2,,M,4A,,4A,5,4,,4,5,PA,50,EN,English,1,1,1,19,65,16,99,99,99,99,80,16,6B,6,80,Final,08/05/2014
2013,2014,9994002,99905188,UPN          ,Kiwi,Patrick,08/06/2000,M,2,,L,4B,,4C,3,3,,3,3,PA,50,EN,English,1,2,23,62,13,1,99,99,98,75,13,1,5B,6,13,Final,08/05/2014
2013,2014,9994002,99986132,UPN          ,Krypton,Ethan,15/10/1999,M,2,,L,3B,,3C,3,1,,2,3,PA,50,EN,English,3,21,58,18,1,1,99,97,76,18,1,1,4B,5,18,Final,08/05/2014
2013,2014,9994002,99929379,UPN          ,Krypton,James,25/05/2000,M,2,,L,B,,5C,5,2,,5,5,PA,50,EN,English,1,12,53,33,1,1,99,99,87,34,1,1,4A,4,87,Final,08/05/2014
2013,2014,9994002,99991210,UPN          ,Krypton,Joshua,28/03/2000,M,2,,U,5C,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,7,53,40,99,99,99,99,93,40,6A,7,40,Final,08/05/2014
2013,2014,9994002,99903831,UPN          ,Krypton,Robert,31/03/2000,M,2,,M,4B,,4A,5,3,,4,5,PA,50,EN,English,1,1,8,55,35,2,99,99,99,92,37,2,5A,6,37,Final,08/05/2014
2013,2014,9994002,99922896,UPN          ,Lavender,Benjamin,29/03/2000,M,2,,M,3A,,5C,4,4,,5,4,PA,50,EN,English,1,1,19,63,16,1,99,99,99,80,16,1,5B,5,80,Final,08/05/2014
2013,2014,9994002,99921178,UPN          ,Lavender,Ryan,16/04/2000,M,2,,L,3A,,4C,3,3,,3,3,PA,50,EN,English,1,6,42,48,4,1,99,99,94,51,4,1,4A,5,51,Final,08/05/2014
2013,2014,9994002,99973616,UPN          ,Lead,Abigail,23/12/1999,F,2,,U,5C,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,4,50,46,99,99,99,99,96,46,6A,7,46,Final,08/05/2014
2013,2014,9994002,99946090,UPN          ,Lead,Andrew,16/12/1999,M,2,,M,4A,,4C,5,4,,4,5,PA,50,EN,English,1,1,4,44,48,5,99,99,99,96,52,5,5A,6,52,Final,08/05/2014
2013,2014,9994002,99905893,UPN          ,Lead,Louis,25/02/2000,M,2,,L,3A,,4C,4,3,,4,4,PA,50,EN,English,1,3,30,59,8,1,99,99,97,68,9,1,5C,5,68,Final,08/05/2014
2013,2014,9994002,99902802,UPN          ,Leek,Derek,31/07/2000,M,2,,U,5C,,5C,5,5,,5,5,PA,50,EN,English,1,1,1,9,56,35,99,99,99,99,91,35,6B,7,35,Final,08/05/2014
2013,2014,9994002,99905587,UPN          ,Leek,Renee,13/05/2000,F,2,,L,4C,,B,3,4,,2,3,PA,50,EN,English,1,2,25,64,10,1,99,99,98,74,10,1,5C,6,10,Final,08/05/2014
2013,2014,9994002,99909633,UPN          ,Lemon,Benjamin,14/10/1999,M,2,,M,4B,,4B,4,4,,4,4,PA,50,EN,English,1,1,14,62,22,1,99,99,99,85,23,1,5B,6,23,Final,08/05/2014
2013,2014,9994002,99922199,UPN          ,Lemongrass,Ryan,03/08/2000,M,2,,M,4B,,4B,4,4,,4,4,PA,50,EN,English,1,1,7,55,35,2,99,99,99,92,37,2,5A,6,37,Final,08/05/2014
2013,2014,9994002,99962474,UPN          ,Lettuce,Adele,26/07/2000,F,2,,M,4A,,5B,4,4,,5,4,PA,50,EN,English,1,1,1,24,63,12,99,99,99,99,75,12,6C,6,75,Final,08/05/2014
2013,2014,9994002,99903894,UPN          ,Lettuce,Louis,22/10/1999,M,2,,L,4C,,3A,4,4,,3,4,PA,50,EN,English,1,2,23,62,13,1,99,99,98,76,13,1,5B,6,13,Final,08/05/2014
2013,2014,9994002,99923594,UPN          ,Lettuce,Ricky,01/09/1999,M,2,,U,4A,,5C,5,4,,5,5,PA,50,EN,English,1,1,1,28,59,12,99,99,99,99,71,12,6C,6,71,Final,08/05/2014
2013,2014,9994002,99942471,UPN          ,Lime,Yasmin,15/11/1999,F,2,,M,4B,,4B,4,4,,4,4,PA,50,EN,English,1,1,3,44,49,4,99,99,99,97,53,4,5A,6,53,Final,08/05/2014
2013,2014,9994002,99904165,UPN          ,Lithium,Charles,17/11/1999,M,2,,U,5C,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,10,57,32,99,99,99,99,90,32,6B,7,32,Final,08/05/2014
2013,2014,9994002,99960808,UPN          ,Lithium,Sean,20/06/2000,M,2,,M,5C,,4A,4,5,,4,4,PA,50,EN,English,1,1,2,33,56,9,99,99,99,98,65,9,6C,7,9,Final,08/05/2014
2013,2014,9994002,99946363,UPN          ,Magnesium,Harry,21/02/2000,M,2,,L,3B,,3A,3,3,,3,3,PA,50,EN,English,1,13,54,31,1,1,99,99,86,32,1,1,4A,5,32,Final,08/05/2014
2013,2014,9994002,99956851,UPN          ,Magnesium,Sarah,21/01/2000,F,2,,U,5B,,4A,5,5,,4,5,PA,50,EN,English,1,1,1,3,45,51,99,99,99,99,97,51,6A,7,51,Final,08/05/2014
2013,2014,9994002,99909636,UPN          ,Manganese,Jason,07/02/2000,M,2,,M,4C,,4B,4,4,,4,4,PA,50,EN,English,1,1,16,63,20,1,99,99,99,83,20,1,5B,6,20,Final,08/05/2014
2013,2014,9994002,99906886,UPN          ,Manganese,Simon,02/09/1999,M,2,,M,4B,,4B,4,4,,4,4,PA,50,EN,English,1,1,11,61,26,1,99,99,99,88,28,1,5B,6,28,Final,08/05/2014
2013,2014,9994002,99920519,UPN          ,Manganese,Zachary,05/11/1999,M,2,,M,A,,4A,4,5,,4,4,PA,50,EN,English,1,1,1,23,61,15,99,99,99,99,76,15,6C,7,15,Final,08/05/2014
2013,2014,9994002,99902309,UPN          ,Marrow,Daisy,02/07/2000,F,2,,U,5C,,4B,5,5,,4,5,PA,50,EN,English,1,1,1,9,60,31,99,99,99,99,91,31,6B,7,31,Final,08/05/2014
2013,2014,9994002,99911329,UPN          ,Marrow,Elizabeth,11/02/2000,F,2,,U,5B,,4A,5,5,,4,5,PA,50,EN,English,1,1,1,4,48,48,99,99,99,99,96,48,6A,7,48,Final,08/05/2014
2013,2014,9994002,99909591,UPN          ,Melon,Leanne,01/05/2000,F,2,,M,4A,,4C,4,4,,4,4,PA,50,EN,English,1,1,2,37,55,6,99,99,99,98,61,6,6C,6,61,Final,08/05/2014
2013,2014,9994002,99943427,UPN          ,Melon,Lisa,16/06/2000,F,2,,M,4A,,4B,4,4,,4,4,PA,50,EN,English,1,1,2,31,59,8,99,99,99,98,67,8,6C,6,67,Final,08/05/2014
2013,2014,9994002,99900426,UPN          ,Melon,Matthew,17/05/2000,M,2,,U,4A,,5A,5,4,,5,5,PA,50,EN,English,1,1,1,21,61,17,99,99,99,99,78,17,6B,6,78,Final,08/05/2014
2013,2014,9994002,99929836,UPN          ,Mercury,Hannah,28/09/1999,F,2,,U,5C,,5A,5,5,,5,5,PA,50,EN,English,1,1,1,2,40,58,99,99,99,99,98,58,6A,7,58,Final,08/05/2014
2013,2014,9994002,99929131,UPN          ,Mercury,Hazel,03/03/2000,F,2,,L,4C,,3C,3,4,,3,3,PA,50,EN,English,1,1,19,65,14,1,99,99,99,80,14,1,5B,6,14,Final,08/05/2014
2013,2014,9994002,99975003,UPN          ,Mint,Jason,21/04/2000,M,2,,U,5B,,5A,5,5,,5,5,PA,50,EN,English,1,1,1,4,44,53,99,99,99,99,96,53,6A,7,53,Final,08/05/2014
2013,2014,9994002,99910552,UPN          ,Mint,Kieran,24/01/2000,M,2,,U,5C,,5A,5,5,,5,5,PA,50,EN,English,1,1,1,11,58,31,99,99,99,99,89,31,6B,7,31,Final,08/05/2014
2013,2014,9994002,99901321,UPN          ,Mint,Wendy,11/05/2000,F,2,,U,5C,,5C,5,5,,4,5,PA,50,EN,English,1,1,1,10,61,29,99,99,99,99,90,29,6B,7,29,Final,08/05/2014
2013,2014,9994002,99901107,UPN          ,Mixed Spice,Ashley,14/05/2000,M,2,,M,4A,,5C,4,4,,4,4,PA,50,EN,English,1,1,5,49,42,3,99,99,99,95,45,3,5A,6,45,Final,08/05/2014
2013,2014,9994002,99957973,UPN          ,Mixed Spice,Tina,20/02/2000,F,2,,M,4B,,4C,5,5,,4,5,PA,50,EN,English,1,1,2,38,55,5,99,99,99,98,60,5,6C,6,60,Final,08/05/2014
2013,2014,9994002,99942435,UPN          ,Mushroom,Bethany,20/08/2000,F,2,,M,4B,,4B,4,4,,4,4,PA,50,EN,English,1,1,3,43,50,4,99,99,99,97,54,4,5A,6,54,Final,08/05/2014
2013,2014,9994002,99900116,UPN          ,Mushroom,Grace,03/03/2000,F,2,,M,4C,,5C,4,5,,4,4,PA,50,EN,English,1,1,3,45,48,3,99,99,99,96,52,3,5A,6,52,Final,08/05/2014
2013,2014,9994002,99906217,UPN          ,Nickel,Fiona,20/04/2000,F,2,,M,4A,,5B,4,5,,4,4,PA,50,EN,English,1,1,1,26,62,10,99,99,99,99,72,10,6C,6,72,Final,08/05/2014
2013,2014,9994002,99900419,UPN          ,Nickel,Nicholas,27/01/2000,M,2,,L,4C,,4C,4,4,,4,4,PA,50,EN,English,1,2,23,62,13,1,99,99,98,75,13,1,5B,6,13,Final,08/05/2014
2013,2014,9994002,99950317,UPN          ,Nickel,Rebecca,22/11/1999,F,2,,M,4B,,4B,4,4,,4,4,PA,50,EN,English,1,1,6,54,38,2,99,99,99,94,40,2,5A,6,40,Final,08/05/2014
2013,2014,9994002,99929372,UPN          ,Nitrogen,Dawn,06/03/2000,F,2,,M,4A,,4B,4,4,,4,4,PA,50,EN,English,1,1,1,29,61,9,99,99,99,99,69,9,6C,6,69,Final,08/05/2014
2013,2014,9994002,99950622,UPN          ,Nitrogen,Joseph,30/11/1999,M,2,,U,5C,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,14,60,26,99,99,99,99,86,26,6B,7,26,Final,08/05/2014
2013,2014,9994002,99949747,UPN          ,Nitrogen,Kym,30/06/2000,F,2,,M,4A,,4A,4,4,,4,4,PA,50,EN,English,1,1,2,36,56,6,99,99,99,98,62,6,6C,6,62,Final,08/05/2014
2013,2014,9994002,99905853,UPN          ,Nitrogen,Patrick,23/03/2000,M,2,,L,B,,4B,3,2,,4,3,PA,50,EN,English,3,23,58,16,1,1,99,97,74,16,1,1,4B,4,74,Final,08/05/2014
2013,2014,9994002,99996294,UPN          ,Nutmeg,Colette,19/03/2000,F,2,,U,5B,,4A,4,5,,5,4,PA,50,EN,English,1,1,1,5,53,41,99,99,99,99,95,41,6A,7,41,Final,08/05/2014
2013,2014,9994002,99981215,UPN          ,Nutmeg,Leanne,29/05/2000,F,2,,L,3C,,3A,3,3,,3,3,PA,50,EN,English,1,9,51,37,1,1,99,99,90,39,1,1,4A,5,39,Final,08/05/2014
2013,2014,9994002,99964938,UPN          ,Olive,Charles,22/01/2000,M,2,,L,3B,,4C,3,3,,4,3,PA,50,EN,English,1,9,49,39,2,1,99,99,91,41,2,1,4A,5,41,Final,08/05/2014
2013,2014,9994002,99952657,UPN          ,Olive,Ella,28/03/2000,F,2,,L,4B,,3A,4,4,,4,4,PA,50,EN,English,1,1,4,47,46,3,99,99,99,96,49,3,5A,6,49,Final,08/05/2014
2013,2014,9994002,99950577,UPN          ,Olive,Rhys,01/01/2000,M,2,,L,B,,B,2,2,,2,2,PA,50,EN,English,10,36,48,6,1,1,99,90,54,6,1,1,4C,4,54,Final,08/05/2014
2013,2014,9994002,99911666,UPN          ,Onion,Edward,06/05/2000,M,2,,M,4A,,4A,5,4,,4,5,PA,50,EN,English,1,1,2,32,57,9,99,99,99,98,66,9,6C,6,66,Final,08/05/2014
2013,2014,9994002,99914401,UPN          ,Onion,Jenny,20/11/1999,F,2,,U,5B,,5C,5,5,,5,5,PA,50,EN,English,1,1,1,2,42,56,99,99,99,99,98,56,6A,7,56,Final,08/05/2014
2013,2014,9994002,99957177,UPN          ,Orange,Jack,17/12/1999,M,2,,M,4A,,4A,5,4,,4,5,PA,50,EN,English,1,1,3,39,52,6,99,99,99,97,59,6,6C,6,59,Final,08/05/2014
2013,2014,9994002,99921848,UPN          ,Orange,James,12/12/1999,M,2,,L,N,,B,1,2,,2,1,PA,50,EN,English,9,36,49,6,1,1,99,91,55,6,1,1,4C,4,55,Final,08/05/2014
2013,2014,9994002,99901977,UPN          ,Orange,Peter,18/06/2000,M,2,,U,4A,,5C,5,4,,5,5,PA,50,EN,English,1,1,2,34,55,8,99,99,99,98,64,8,6C,6,64,Final,08/05/2014
2013,2014,9994002,99901162,UPN          ,Orange,Wendy,09/09/1999,F,2,,U,5C,,4A,5,5,,5,5,PA,50,EN,English,1,1,1,5,53,42,99,99,99,99,95,42,6A,7,42,Final,08/05/2014
2013,2014,9994002,99903834,UPN          ,Oregano,Keira,23/02/2000,F,2,,U,5C,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,3,43,55,99,99,99,99,97,55,6A,7,55,Final,08/05/2014
2013,2014,9994002,99909600,UPN          ,Oxygen,Donna,28/11/1999,F,2,,M,4A,,4B,4,4,,4,4,PA,50,EN,English,1,1,2,32,59,8,99,99,99,98,67,8,6C,6,67,Final,08/05/2014
2013,2014,9994002,99922542,UPN          ,Oxygen,Evan,05/12/1999,M,2,,L,2A,,3C,3,2,,3,3,PA,50,EN,English,3,24,58,15,1,1,99,97,73,15,1,1,4B,4,73,Final,08/05/2014
2013,2014,9994002,99948045,UPN          ,Oxygen,Ulysses,05/08/2000,M,2,,U,4B,,5B,5,4,,5,5,PA,50,EN,English,1,1,2,36,54,7,99,99,99,98,61,7,6C,6,61,Final,08/05/2014
2013,2014,9994002,99909587,UPN          ,Oxygen,Wendy,29/08/2000,F,2,,U,5B,,5A,5,5,,5,5,PA,50,EN,English,1,1,1,1,22,78,99,99,99,99,99,78,7C,7,78,Final,08/05/2014
2013,2014,9994002,99914016,UPN          ,Parsley,Ryan,08/03/2000,M,2,,M,4B,,4B,4,4,,4,4,PA,50,EN,English,1,1,8,57,33,2,99,99,99,91,35,2,5A,6,35,Final,08/05/2014
2013,2014,9994002,99901101,UPN          ,Parsnip,Louise,16/01/2000,F,2,,M,4A,,4C,5,5,,4,5,PA,50,EN,English,1,1,1,26,62,10,99,99,99,99,73,10,6C,6,73,Final,08/05/2014
2013,2014,9994002,99919871,UPN          ,Peach,Bethany,29/03/2000,F,2,,U,5C,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,4,51,45,99,99,99,99,95,45,6A,7,45,Final,08/05/2014
2013,2014,9994002,99948558,UPN          ,Peach,Chloe,27/02/2000,F,2,,M,5C,,4B,4,4,,4,4,PA,50,EN,English,1,1,1,21,64,14,99,99,99,99,78,14,6C,7,14,Final,08/05/2014
2013,2014,9994002,99920501,UPN          ,Peach,Lisa,28/04/2000,F,2,,L,4C,,3C,3,4,,3,3,PA,50,EN,English,1,1,20,65,13,1,99,99,99,79,14,1,5B,6,14,Final,08/05/2014
2013,2014,9994002,99909592,UPN          ,Peach,Lucy,25/03/2000,F,2,,L,B,,B,2,2,,2,2,PA,50,EN,English,6,28,55,10,1,1,99,94,65,10,1,1,4C,4,65,Final,08/05/2014
2013,2014,9994002,99910089,UPN          ,Peppercorn,Chantelle,12/07/2000,F,2,,U,5C,,4A,5,5,,4,5,PA,50,EN,English,1,1,1,9,61,30,99,99,99,99,91,30,6B,7,30,Final,08/05/2014
2013,2014,9994002,99906206,UPN          ,Peppercorn,Katrina,14/10/1999,F,2,,L,3A,,3A,4,3,,4,4,PA,50,EN,English,1,1,20,65,13,1,99,99,99,79,13,1,5B,5,79,Final,08/05/2014
2013,2014,9994002,99935664,UPN          ,Peppercorn,Louise,28/02/2000,F,2,,U,5B,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,1,32,67,99,99,99,99,99,67,7C,7,67,Final,08/05/2014
2013,2014,9994002,99920845,UPN          ,Peppercorn,Siobhan,27/11/1999,F,2,,M,4B,,5C,4,4,,4,4,PA,50,EN,English,1,1,5,50,43,2,99,99,99,95,45,2,5A,6,45,Final,08/05/2014
2013,2014,9994002,99907268,UPN          ,Phosphorus,Deborah,29/04/2000,F,2,,M,4B,,4B,4,4,,4,4,PA,50,EN,English,1,1,3,44,49,4,99,99,99,97,53,4,5A,6,53,Final,08/05/2014
2013,2014,9994002,99900779,UPN          ,Platinum,Chelsea,13/10/1999,F,2,,U,5C,,5B,5,4,,5,5,PA,50,EN,English,1,1,1,9,61,30,99,99,99,99,91,30,6B,7,30,Final,08/05/2014
2013,2014,9994002,99949952,UPN          ,Platinum,Holly,27/12/1999,F,2,,M,4A,,4C,4,4,,4,4,PA,50,EN,English,1,1,2,36,56,6,99,99,99,98,62,6,6C,6,62,Final,08/05/2014
2013,2014,9994002,99910627,UPN          ,Platinum,Mark,30/12/1999,M,2,,L,4B,,4C,4,4,,4,4,PA,50,EN,English,1,1,9,58,31,1,99,99,99,90,32,1,5A,6,32,Final,08/05/2014
2013,2014,9994002,99903882,UPN          ,Platinum,Stacey,17/11/1999,F,2,,L,3A,,3B,3,3,,3,3,PA,50,EN,English,1,3,33,58,6,1,99,99,97,64,6,1,5C,5,64,Final,08/05/2014
2013,2014,9994002,99904837,UPN          ,Plum,Craig,20/01/2000,M,2,,U,5C,,5A,5,4,,5,5,PA,50,EN,English,1,1,1,10,57,33,99,99,99,99,90,33,6B,7,33,Final,08/05/2014
2013,2014,9994002,99900125,UPN          ,Plum,Emily,16/07/2000,F,2,,U,5C,,5B,5,4,,4,5,PA,50,EN,English,1,1,1,8,59,32,99,99,99,99,92,32,6B,7,32,Final,08/05/2014
2013,2014,9994002,99905866,UPN          ,Plum,Sophie,03/02/2000,F,2,,L,N,,B,2,2,,2,2,PA,50,EN,English,9,32,52,7,1,1,99,91,59,8,1,1,4C,4,59,Final,08/05/2014
2013,2014,9994002,99955004,UPN          ,Plutonium,Benjamin,29/08/2000,M,2,,U,4A,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,23,61,15,99,99,99,99,76,15,6C,6,76,Final,08/05/2014
2013,2014,9994002,99921208,UPN          ,Pomegranate,Aimee,12/04/2000,F,2,,L,4C,,3A,3,3,,3,3,PA,50,EN,English,1,1,22,65,12,1,99,99,99,77,12,1,5B,6,12,Final,08/05/2014
2013,2014,9994002,99904872,UPN          ,Pomegranate,Faye,05/03/2000,F,2,,L,4B,,3B,4,4,,3,4,PA,50,EN,English,1,1,8,60,31,1,99,99,99,91,32,1,5A,6,32,Final,08/05/2014
2013,2014,9994002,99913672,UPN          ,Pomegranate,Nigel,16/03/2000,M,2,,L,3C,,3B,4,3,,3,4,PA,50,EN,English,2,16,57,25,1,1,99,98,83,26,1,1,4B,5,26,Final,08/05/2014
2013,2014,9994002,99959721,UPN          ,Potassium,Ethan,21/03/2000,M,2,,L,B,,B,W,W,,W,W,PA,50,EN,English,38,43,19,1,1,1,99,62,19,1,1,1,3B,2,99,Final,08/05/2014
2013,2014,9994002,99977231,UPN          ,Potassium,Jay,20/11/1999,M,2,,M,4A,,4B,4,4,,4,4,PA,50,EN,English,1,1,4,47,45,4,99,99,99,95,49,4,5A,6,49,Final,08/05/2014
2013,2014,9994002,99981192,UPN          ,Potato,Aimee,02/06/2000,F,2,,L,4B,,4C,4,4,,4,4,PA,50,EN,English,1,1,6,55,37,2,99,99,99,94,39,2,5A,6,39,Final,08/05/2014
2013,2014,9994002,99920187,UPN          ,Potato,Anna,08/04/2000,F,2,,M,4A,,5A,4,5,,4,4,PA,50,EN,English,1,1,1,18,65,17,99,99,99,99,82,17,6B,6,82,Final,08/05/2014
2013,2014,9994002,99922205,UPN          ,Potato,Daniel,24/11/1999,M,2,,U,4B,,5C,5,4,,5,5,PA,50,EN,English,1,1,5,48,43,4,99,99,99,95,47,4,5A,6,47,Final,08/05/2014
2013,2014,9994002,99983914,UPN          ,Potato,Felicity,31/07/2000,F,2,,M,4A,,4A,4,4,,4,4,PA,50,EN,English,1,1,2,32,59,7,99,99,99,98,66,7,6C,6,66,Final,08/05/2014
2013,2014,9994002,99988466,UPN          ,Potato,Ian,18/09/1999,M,2,,M,4B,,5B,4,4,,5,4,PA,50,EN,English,1,1,7,54,37,2,99,99,99,93,39,2,5A,6,39,Final,08/05/2014
2013,2014,9994002,99921534,UPN          ,Potato,James,29/04/2000,M,2,,U,5B,,5A,5,5,,5,5,PA,50,EN,English,1,1,1,4,44,53,99,99,99,99,96,53,6A,7,53,Final,08/05/2014
2013,2014,9994002,99979934,UPN          ,Potato,Zachary,29/06/2000,M,2,,L,4C,,4C,4,4,,4,4,PA,50,EN,English,1,1,16,63,19,1,99,99,99,83,20,1,5B,6,20,Final,08/05/2014
2013,2014,9994002,99907251,UPN          ,Pumpkin,Ethan,26/04/2000,M,2,,U,4A,,5A,5,5,,5,5,PA,50,EN,English,1,1,1,12,59,29,99,99,99,99,88,29,6B,6,88,Final,08/05/2014
2013,2014,9994002,99949711,UPN          ,Pumpkin,Sean,07/12/1999,M,2,,U,5C,,5B,5,5,,5,5,PA,50,EN,English,1,1,1,9,57,34,99,99,99,99,90,34,6B,7,34,Final,08/05/2014
2013,2014,9994002,99905860,UPN          ,Quince,Anna,08/04/2000,F,2,,L,3B,,3C,3,3,,3,3,PA,50,EN,English,1,5,39,52,4,1,99,99,95,56,4,1,5C,5,56,Final,08/05/2014
2013,2014,9994002,99938630,UPN          ,Quince,Chantelle,11/01/2000,F,2,,L,3B,,4C,4,4,,4,4,PA,50,EN,English,1,3,31,60,7,1,99,99,97,67,7,1,5C,5,67,Final,08/05/2014
2013,2014,9994002,99913865,UPN          ,Quince,Dougal,13/08/2000,M,2,,U,5C,,5A,5,5,,5,5,PA,50,EN,English,1,1,1,6,51,43,99,99,99,99,94,43,6A,7,43,Final,08/05/2014
2013,2014,9994002,99905532,UPN          ,Quince,Stephanie,29/04/2000,F,2,,L,4B,,3A,3,4,,3,3,PA,50,EN,English,1,1,11,63,24,1,99,99,99,88,25,1,5B,6,25,Final,08/05/2014
2013,2014,9994002,99901438,UPN          ,Radish,Evan,08/11/1999,M,2,,M,4A,,4B,4,4,,4,4,PA,50,EN,English,1,1,5,48,43,4,99,99,99,95,47,4,5A,6,47,Final,08/05/2014
2013,2014,9994002,99914581,UPN          ,Radish,Keira,04/09/1999,F,2,,M,4A,,4A,4,4,,4,4,PA,50,EN,English,1,1,3,40,52,5,99,99,99,97,57,5,6C,6,57,Final,08/05/2014
2013,2014,9994002,99914017,UPN          ,Radish,Nicole,11/02/2000,F,2,,M,5C,,4A,4,4,,4,4,PA,50,EN,English,1,1,1,21,64,14,99,99,99,99,78,14,6C,7,14,Final,08/05/2014
2013,2014,9994002,99940489,UPN          ,Radish,Oscar,04/10/1999,M,2,,L,4C,,4C,4,4,,4,4,PA,50,EN,English,1,1,18,63,17,1,99,99,99,81,18,1,5B,6,18,Final,08/05/2014
2013,2014,9994002,99954028,UPN          ,Radium,Tracey,28/12/1999,F,2,,M,4B,,4A,4,4,,4,4,PA,50,EN,English,1,1,5,51,41,2,99,99,99,95,43,2,5A,6,43,Final,08/05/2014
2013,2014,9994002,99918834,UPN          ,Radium,Wendy,11/05/2000,F,2,,L,4B,,4B,3,4,,4,3,PA,50,EN,English,1,1,9,61,29,1,99,99,99,90,30,1,5A,6,30,Final,08/05/2014
2013,2014,9994002,99903430,UPN          ,Rhubarb,Christina,06/12/1999,F,2,,U,5C,,5C,5,5,,5,5,PA,50,EN,English,1,1,1,5,52,43,99,99,99,99,95,43,6A,7,43,Final,08/05/2014
2013,2014,9994002,99907242,UPN          ,Rhubarb,Trevor,27/02/2000,M,2,,L,B,,B,D,D,,D,D,PA,50,EN,English,19,43,36,2,1,1,99,81,38,2,1,1,3A,4,38,Final,08/05/2014
2013,2014,9994002,99955800,UPN          ,Rice,Ashley,28/02/2000,M,2,,L,4C,,4B,4,3,,4,4,PA,50,EN,English,1,2,23,62,13,1,99,99,98,75,13,1,5B,6,13,Final,08/05/2014
2013,2014,9994002,99903184,UPN          ,Rice,Katrina,10/01/2000,F,2,,M,4A,,5C,4,4,,4,4,PA,50,EN,English,1,1,2,38,54,5,99,99,99,98,59,5,6C,6,59,Final,08/05/2014
