ACADEMIC_YEAR,ASSESSMENT_YEAR,SCH_ID,FFT_ID,UPN,SURNAME,FORENAMES,DOB,GENDER,PRIOR_ATTAIN_KEY_STAGE,PRIOR_ATTAIN_RANK,PRIOR_ATTAIN_GROUP,ENGLISH_TEST,WELSH_TEST,MATHS_TEST,SCIENCE_TEST,ENGLISH_TA,WELSH_TA,MATHS_TA,SCIENCE_TA,EST_BASIS,EST_RANK,QUAL_CODE,QUAL_DESC_SHORT,QUAL_DESC,SBJ_MAPPING,SBJ_QAN ,SUBJECT,QUALIFICATION_TITLE ,KS4_G_PROB,KS4_F_PROB,KS4_E_PROB,KS4_D_PROB,KS4_C_PROB,KS4_B_PROB,KS4_A_PROB,KS4_ASTAR_PROB,KS4_GPLUS_PROB,KS4_FPLUS_PROB,KS4_EPLUS_PROB,KS4_DPLUS_PROB,KS4_CPLUS_PROB,KS4_BPLUS_PROB,KS4_APLUS_PROB,KS4_PASS_PROB,KS4_GM,KS4_HGM_PROB,KS4_GA,EXPECTED_PROGRESS_LEVEL,BETTER_EXPECTED_PROGRESS_LEVEL,EXPECTED_PROGRESS_PROB,BETTER_EXPECTED_PROGRESS_PROB,PRIOR_ATTAIN_DATA_STATUS,EXPORT_DATE
2014,2014,9994002,99932980,UPN          ,Beetroot,Daniel,21/04/1998,M,3,,U,6,,7,7,6,,7,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,9,29,29,18,10,99,99,98,95,86,57,28,99,B,28,A,S,S,10,10,Final,08/05/2014
2014,2014,9994002,99933906,UPN          ,Basil,Katherine,06/07/1998,F,2,,L,4C,,4A,4B,3,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,13,36,27,11,4,99,99,97,92,78,42,15,99,C,42,B,C,B,78,42,Final,08/05/2014
2014,2014,9994002,99933906,UPN          ,Basil,Katherine,06/07/1998,F,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,12,36,30,12,4,99,99,98,94,82,45,16,99,C,45,B,B,B,45,16,Final,08/05/2014
2014,2014,9994002,99934494,UPN          ,Plum,Sarah,29/09/1997,F,2,,U,5C,,4A,4A,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,2,7,26,32,21,11,99,99,99,97,90,65,32,99,B,32,A,B,A,65,32,Final,08/05/2014
2014,2014,9994002,99934494,UPN          ,Plum,Sarah,29/09/1997,F,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,6,16,40,25,8,2,99,99,97,91,75,35,10,99,C,35,B,B,B,35,10,Final,08/05/2014
2014,2014,9994002,99935516,UPN          ,Iron,Martin,05/09/1997,M,2,,L,4C,,4C,4C,4,,4,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,9,14,22,35,13,3,1,99,96,88,73,52,17,4,99,C,17,B,C,B,52,17,Final,08/05/2014
2014,2014,9994002,99935516,UPN          ,Iron,Martin,05/09/1997,M,3,,L,4,,5,4,4,,5,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,5,10,17,24,34,9,1,1,99,95,85,68,44,11,2,98,D,44,C,C,C,44,11,Final,08/05/2014
2014,2014,9994002,99936276,UPN          ,Turnip,Kieran,28/02/1998,M,2,,M,4A,,4A,4A,4,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,8,15,35,23,10,4,99,99,95,87,72,37,14,99,C,37,B,C,B,72,37,Final,08/05/2014
2014,2014,9994002,99936276,UPN          ,Turnip,Kieran,28/02/1998,M,3,,U,6,,7,7,6,,7,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,9,29,29,18,10,99,99,98,95,86,57,28,99,B,28,A,S,S,10,10,Final,08/05/2014
2014,2014,9994002,99936356,UPN          ,Crab Apple,Zara,27/06/1998,F,2,,L,4C,,4B,4B,3,,3,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,7,16,38,24,8,3,99,99,96,89,73,35,11,99,C,35,B,C,B,73,35,Final,08/05/2014
2014,2014,9994002,99936356,UPN          ,Crab Apple,Zara,27/06/1998,F,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,6,15,39,26,8,2,99,99,97,91,76,37,11,99,C,37,B,B,B,37,11,Final,08/05/2014
2014,2014,9994002,99936357,UPN          ,Silicon,Sarah,23/05/1998,F,2,,L,3A,,3A,3A,3,,2,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,6,11,20,38,17,4,1,99,98,92,81,61,22,5,99,C,22,B,D,C,81,61,Final,08/05/2014
2014,2014,9994002,99936357,UPN          ,Silicon,Sarah,23/05/1998,F,3,,L,4,,3,3,4,,3,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,13,18,26,32,7,1,1,99,96,83,65,39,8,1,98,D,39,C,D,D,65,39,Final,08/05/2014
2014,2014,9994002,99936358,UPN          ,Lithium,William,31/10/1997,M,2,,L,4C,,4C,4B,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,7,12,20,36,16,4,1,99,97,90,78,58,21,6,99,C,21,B,C,B,58,21,Final,08/05/2014
2014,2014,9994002,99936358,UPN          ,Lithium,William,31/10/1997,M,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,6,12,21,38,16,4,1,99,97,91,79,59,21,5,99,C,21,B,B,B,21,5,Final,08/05/2014
2014,2014,9994002,99936880,UPN          ,Watermelon,Amanda,08/05/1998,F,2,,M,4A,,4B,4A,4,,4,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,9,30,32,17,8,99,99,99,96,87,57,26,99,B,26,A,C,B,87,57,Final,08/05/2014
2014,2014,9994002,99936880,UPN          ,Watermelon,Amanda,08/05/1998,F,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,2,7,27,34,20,9,99,99,99,97,90,63,29,99,B,29,A,A,A,29,9,Final,08/05/2014
2014,2014,9994002,99938322,UPN          ,Satsuma,Oliver,10/11/1997,M,2,,U,4A,,5C,5B,4,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,13,33,25,12,5,99,99,96,90,76,43,18,99,C,43,B,B,A,43,18,Final,08/05/2014
2014,2014,9994002,99938322,UPN          ,Satsuma,Oliver,10/11/1997,M,3,,U,5,,7,7,5,,7,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,12,34,27,13,6,99,99,97,92,80,46,19,99,C,46,B,A,A,19,6,Final,08/05/2014
2014,2014,9994002,99938383,UPN          ,Plutonium,Neil,26/06/1998,M,2,,M,4C,,4A,4B,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,18,36,19,6,2,99,98,92,82,64,27,8,99,C,27,B,C,B,64,27,Final,08/05/2014
2014,2014,9994002,99938383,UPN          ,Plutonium,Neil,26/06/1998,M,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,18,38,19,6,2,99,98,93,83,65,27,7,99,C,27,B,B,B,27,7,Final,08/05/2014
2014,2014,9994002,99938396,UPN          ,Marrow,Christopher,31/05/1998,M,2,,U,4A,,5C,4A,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,13,33,25,13,6,99,99,96,90,77,44,18,99,C,44,B,B,A,44,18,Final,08/05/2014
2014,2014,9994002,99938396,UPN          ,Marrow,Christopher,31/05/1998,M,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,14,36,25,11,4,99,99,96,89,75,40,15,99,C,40,B,A,A,15,4,Final,08/05/2014
2014,2014,9994002,99938638,UPN          ,Garlic,Joshua,31/01/1998,M,2,,U,4B,,5C,4A,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,7,15,35,23,10,4,99,99,95,88,73,38,14,99,C,38,B,B,A,38,14,Final,08/05/2014
2014,2014,9994002,99938638,UPN          ,Garlic,Joshua,31/01/1998,M,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,19,38,19,6,2,99,98,93,83,64,26,7,99,C,26,B,B,B,26,7,Final,08/05/2014
2014,2014,9994002,99938639,UPN          ,Silver,Nigel,21/02/1998,M,3,,L,5,,4,4,5,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,10,16,23,34,10,1,1,99,96,86,70,46,12,2,98,D,46,C,C,C,46,12,Final,08/05/2014
2014,2014,9994002,99938879,UPN          ,Watermelon,Charles,14/04/1998,M,2,,U,5C,,4A,5C,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,12,32,26,14,7,99,99,97,91,79,47,21,99,C,47,B,B,A,47,21,Final,08/05/2014
2014,2014,9994002,99938879,UPN          ,Watermelon,Charles,14/04/1998,M,3,,M,5,,6,6,5,,6,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,8,17,38,22,7,2,99,99,95,86,70,32,10,99,C,32,B,A,A,10,2,Final,08/05/2014
2014,2014,9994002,99940021,UPN          ,Beetroot,Oscar,19/02/1998,M,2,,M,4B,,4C,5C,4,,4,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,19,37,19,6,2,99,98,93,83,64,28,9,99,C,28,B,C,B,64,28,Final,08/05/2014
2014,2014,9994002,99940021,UPN          ,Beetroot,Oscar,19/02/1998,M,3,,M,5,,6,6,5,,6,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,8,17,38,22,7,2,99,99,95,86,69,31,10,99,C,31,B,A,A,10,2,Final,08/05/2014
2014,2014,9994002,99940022,UPN          ,Sesame,Owen,01/03/1998,M,2,,U,5C,,5B,5C,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,11,30,27,16,8,99,99,97,92,82,51,24,99,B,24,A,B,A,51,24,Final,08/05/2014
2014,2014,9994002,99940022,UPN          ,Sesame,Owen,01/03/1998,M,3,,U,5,,7,7,5,,7,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,12,33,27,14,6,99,99,97,92,80,47,19,99,C,47,B,A,A,19,6,Final,08/05/2014
2014,2014,9994002,99941015,UPN          ,Coriander,Ryan,18/03/1998,M,2,,U,4A,,5B,5A,4,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,4,10,29,28,18,9,99,99,97,93,83,54,27,99,B,27,A,B,A,54,27,Final,08/05/2014
2014,2014,9994002,99941015,UPN          ,Coriander,Ryan,18/03/1998,M,3,,M,4,,7,6,4,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,5,9,17,37,21,7,2,99,99,94,84,67,30,9,99,C,30,B,A,A,9,2,Final,08/05/2014
2014,2014,9994002,99941019,UPN          ,Onion,Sophie,09/07/1998,F,2,,U,5C,,4B,5B,5,,4,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,6,23,32,23,14,99,99,99,98,92,69,37,99,B,37,A,B,A,69,37,Final,08/05/2014
2014,2014,9994002,99941019,UPN          ,Onion,Sophie,09/07/1998,F,3,,M,6,,6,6,6,,6,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,6,26,34,21,10,99,99,99,98,91,65,31,99,B,31,A,A,A,31,10,Final,08/05/2014
2014,2014,9994002,99941616,UPN          ,Potassium,Charles,19/02/1998,M,2,,L,4C,,4B,4A,3,,3,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,7,13,20,36,16,4,1,99,97,90,77,57,21,5,99,C,21,B,C,B,57,21,Final,08/05/2014
2014,2014,9994002,99941616,UPN          ,Potassium,Charles,19/02/1998,M,3,,L,4,,4,5,4,,4,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,10,16,24,34,9,1,1,99,96,86,69,45,11,2,99,D,45,C,C,C,45,11,Final,08/05/2014
2014,2014,9994002,99942393,UPN          ,Hydrogen,Richard,18/06/1998,M,2,,L,3B,,3C,4C,3,,3,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,11,17,24,32,9,1,1,99,96,84,68,43,11,2,98,D,43,C,D,C,68,43,Final,08/05/2014
2014,2014,9994002,99942393,UPN          ,Hydrogen,Richard,18/06/1998,M,3,,L,3,,3,4,3,,3,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,7,15,21,25,26,4,1,1,99,93,77,56,31,5,1,97,D,31,C,D,D,56,31,Final,08/05/2014
2014,2014,9994002,99942395,UPN          ,Apricot,Richard,29/04/1998,M,2,,U,5C,,5B,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,9,27,28,19,11,99,99,98,94,85,58,30,99,B,30,A,B,A,58,30,Final,08/05/2014
2014,2014,9994002,99942395,UPN          ,Apricot,Richard,29/04/1998,M,3,,U,6,,7,7,6,,7,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,9,29,29,18,10,99,99,98,95,86,57,28,99,B,28,A,S,S,10,10,Final,08/05/2014
2014,2014,9994002,99942440,UPN          ,Lemongrass,Christopher,22/04/1998,M,2,,U,4B,,4A,5C,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,7,15,35,24,11,4,99,99,95,88,73,38,15,99,C,38,B,B,A,38,15,Final,08/05/2014
2014,2014,9994002,99942440,UPN          ,Lemongrass,Christopher,22/04/1998,M,3,,M,5,,6,6,5,,6,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,8,17,38,22,7,2,99,99,95,86,70,32,10,99,C,32,B,A,A,10,2,Final,08/05/2014
2014,2014,9994002,99942478,UPN          ,Gold,Jason,24/10/1997,M,2,,L,N,,N,N,1,,1,1,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,8,17,22,23,25,4,1,1,99,92,75,53,30,5,1,97,D,30,C,E,D,75,53,Final,08/05/2014
2014,2014,9994002,99942478,UPN          ,Gold,Jason,24/10/1997,M,3,,L,4,,2,4,4,,2,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,6,17,22,25,26,4,1,1,99,94,77,56,31,5,1,97,D,31,C,D,D,56,31,Final,08/05/2014
2014,2014,9994002,99942692,UPN          ,Tarragon,Derek,13/07/1998,M,2,,U,5C,,5B,5A,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,2,7,23,28,24,15,99,99,99,96,89,67,39,99,B,39,A,B,A,67,39,Final,08/05/2014
2014,2014,9994002,99942692,UPN          ,Tarragon,Derek,13/07/1998,M,3,,U,5,,7,8,5,,7,8,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,10,30,29,17,8,99,99,98,94,85,54,25,99,B,25,A,S,S,8,8,Final,08/05/2014
2014,2014,9994002,99942693,UPN          ,Helium,Derek,15/06/1998,M,2,,M,4A,,4A,5C,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,4,8,16,35,22,9,4,99,98,94,86,70,35,13,99,C,35,B,C,B,70,35,Final,08/05/2014
2014,2014,9994002,99942693,UPN          ,Helium,Derek,15/06/1998,M,3,,M,5,,6,6,5,,6,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,8,17,38,22,8,2,99,99,95,87,70,32,10,99,C,32,B,A,A,10,2,Final,08/05/2014
2014,2014,9994002,99942700,UPN          ,Calcium,Louis,22/09/1997,M,2,,M,4B,,4A,5C,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,18,36,20,7,2,99,98,93,83,65,29,9,99,C,29,B,C,B,65,29,Final,08/05/2014
2014,2014,9994002,99942700,UPN          ,Calcium,Louis,22/09/1997,M,3,,M,5,,5,6,5,,5,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,19,39,18,5,1,99,98,93,83,64,25,7,99,C,25,B,B,B,25,7,Final,08/05/2014
2014,2014,9994002,99942752,UPN          ,Cress,Alex,29/04/1998,M,2,,L,B,,4B,4B,2,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,9,15,22,35,12,2,1,99,96,87,72,50,15,3,98,D,50,C,D,C,72,50,Final,08/05/2014
2014,2014,9994002,99942752,UPN          ,Cress,Alex,29/04/1998,M,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,18,38,19,6,2,99,98,93,83,65,26,7,99,C,26,B,B,B,26,7,Final,08/05/2014
2014,2014,9994002,99942755,UPN          ,Strawberry,Stephanie,26/07/1998,F,2,,U,5C,,5B,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,2,11,27,30,29,99,99,99,99,97,86,59,99,A,29,S,B,A,86,59,Final,08/05/2014
2014,2014,9994002,99942755,UPN          ,Strawberry,Stephanie,26/07/1998,F,3,,U,7,,8,7,7,,8,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,1,7,22,33,37,99,99,99,99,99,92,69,99,A,37,S,S,S,37,37,Final,08/05/2014
2014,2014,9994002,99942764,UPN          ,Magnesium,Ryan,01/09/1997,M,2,,M,4C,,4C,4A,4,,3,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,7,12,20,36,16,4,1,99,97,91,78,58,22,6,99,C,22,B,C,B,58,22,Final,08/05/2014
2014,2014,9994002,99942764,UPN          ,Magnesium,Ryan,01/09/1997,M,3,,L,5,,3,5,5,,3,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,11,16,24,34,10,1,1,99,97,86,70,46,12,2,99,D,46,C,C,C,46,12,Final,08/05/2014
2014,2014,9994002,99943548,UPN          ,Apricot,Michaela,20/10/1997,F,2,,M,4B,,5C,4A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,10,32,31,15,7,99,99,98,94,84,52,22,99,B,22,A,C,B,84,52,Final,08/05/2014
2014,2014,9994002,99943548,UPN          ,Apricot,Michaela,20/10/1997,F,3,,U,6,,7,6,6,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,5,21,33,25,14,99,99,99,98,94,72,39,99,B,39,A,A,A,39,14,Final,08/05/2014
2014,2014,9994002,99943627,UPN          ,Basil,Andrew,15/01/1998,M,2,,L,B,,4C,5B,3,,3,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,9,15,23,35,12,2,1,99,96,88,73,50,15,3,99,C,15,B,C,B,50,15,Final,08/05/2014
2014,2014,9994002,99943627,UPN          ,Basil,Andrew,15/01/1998,M,3,,L,4,,4,5,4,,4,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,10,16,24,34,9,1,1,99,96,86,69,45,11,2,99,D,45,C,C,C,45,11,Final,08/05/2014
2014,2014,9994002,99944204,UPN          ,Rhubarb,Mark,26/04/1998,M,2,,U,4A,,4B,5B,4,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,7,15,35,23,10,4,99,99,95,88,72,37,14,99,C,37,B,C,B,72,37,Final,08/05/2014
2014,2014,9994002,99944204,UPN          ,Rhubarb,Mark,26/04/1998,M,3,,M,5,,6,6,5,,6,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,8,17,38,22,7,2,99,99,95,86,70,32,10,99,C,32,B,A,A,10,2,Final,08/05/2014
2014,2014,9994002,99944495,UPN          ,Parsley,Simon,24/12/1997,M,2,,U,5C,,5B,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,4,10,29,27,17,9,99,99,97,93,83,53,26,99,B,26,A,B,A,53,26,Final,08/05/2014
2014,2014,9994002,99944495,UPN          ,Parsley,Simon,24/12/1997,M,3,,U,5,,8,7,5,,8,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,9,29,29,18,8,99,99,98,94,85,56,27,99,B,27,A,S,S,8,8,Final,08/05/2014
2014,2014,9994002,99945439,UPN          ,Titanium,Clare,10/12/1997,F,2,,L,3C,,3C,3B,2,,2,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,10,16,24,35,10,1,1,99,97,87,71,47,12,2,99,D,47,C,D,C,71,47,Final,08/05/2014
2014,2014,9994002,99945439,UPN          ,Titanium,Clare,10/12/1997,F,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,6,15,40,26,8,2,99,99,97,91,75,36,10,99,C,36,B,B,B,36,10,Final,08/05/2014
2014,2014,9994002,99945473,UPN          ,Almond,Michael,07/08/1998,M,2,,U,4A,,5B,5C,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,12,31,27,15,7,99,99,97,92,80,49,22,99,C,49,B,B,A,49,22,Final,08/05/2014
2014,2014,9994002,99945473,UPN          ,Almond,Michael,07/08/1998,M,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,14,36,25,11,4,99,99,96,90,76,40,15,99,C,40,B,A,A,15,4,Final,08/05/2014
2014,2014,9994002,99945547,UPN          ,Oxygen,Oliver,07/09/1997,M,2,,L,3B,,3A,4C,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,9,15,23,35,12,2,1,99,96,87,72,50,15,3,99,D,50,C,C,B,50,15,Final,08/05/2014
2014,2014,9994002,99945547,UPN          ,Oxygen,Oliver,07/09/1997,M,3,,L,4,,5,5,4,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,8,15,23,36,11,2,1,99,96,88,73,50,14,3,99,C,14,B,B,B,14,3,Final,08/05/2014
2014,2014,9994002,99945637,UPN          ,Rhubarb,Gill,14/07/1998,F,2,,L,3C,,N,3C,2,,2,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,10,15,25,35,10,1,1,99,97,87,72,47,12,2,98,D,47,C,E,D,87,72,Final,08/05/2014
2014,2014,9994002,99945637,UPN          ,Rhubarb,Gill,14/07/1998,F,3,,L,5,,4,4,5,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,6,11,21,40,17,3,1,99,98,93,82,61,21,4,99,C,21,B,C,C,61,21,Final,08/05/2014
2014,2014,9994002,99945882,UPN          ,Nickel,Chelsea,05/08/1998,F,3,,U,6,,7,7,6,,7,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,3,16,31,29,21,99,99,99,99,96,80,49,99,B,49,A,S,S,21,21,Final,08/05/2014
2014,2014,9994002,99945884,UPN          ,Arsenic,Thomas,11/09/1997,M,2,,U,5C,,5A,5A,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,7,23,28,23,15,99,99,99,96,89,67,39,99,B,39,A,B,A,67,39,Final,08/05/2014
2014,2014,9994002,99945884,UPN          ,Arsenic,Thomas,11/09/1997,M,3,,U,6,,7,8,6,,7,8,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,2,7,25,30,21,13,99,99,99,96,89,64,34,99,B,34,A,S,S,13,13,Final,08/05/2014
2014,2014,9994002,99946044,UPN          ,Bohrium,Zara,30/05/1998,F,2,,U,5C,,5A,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,2,12,28,30,27,99,99,99,99,97,85,57,99,A,27,S,B,A,85,57,Final,08/05/2014
2014,2014,9994002,99946044,UPN          ,Bohrium,Zara,30/05/1998,F,3,,U,6,,8,7,6,,8,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,1,11,28,32,27,99,99,99,99,98,86,59,99,A,27,S,S,S,27,27,Final,08/05/2014
2014,2014,9994002,99946049,UPN          ,Beryllium,Kyle,19/12/1997,M,2,,M,4B,,4B,4A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,18,36,19,7,2,99,98,93,82,64,28,9,99,C,28,B,C,B,64,28,Final,08/05/2014
2014,2014,9994002,99946049,UPN          ,Beryllium,Kyle,19/12/1997,M,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,19,38,19,6,1,99,98,93,83,64,26,7,99,C,26,B,B,B,26,7,Final,08/05/2014
2014,2014,9994002,99946076,UPN          ,Iridium,Jay,23/01/1998,M,2,,M,4B,,4B,4A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,6,11,19,37,18,6,2,99,98,92,81,62,25,8,99,C,25,B,C,B,62,25,Final,08/05/2014
